timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662896894359,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,28,0,9
1662896894360,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16997,109,5,10,http://www.ru/,27,0,10
1662896894359,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,5,10,http://www.ru/,29,0,10
1662896894360,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16997,109,5,10,http://www.ru/,30,0,10
1662896894360,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,5,10,http://www.ru/,31,0,10
1662896896860,33,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,25,0,9
1662896896859,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,5,10,http://www.ru/,29,0,8
1662896896861,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,5,10,http://www.ru/,29,0,9
1662896896861,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16998,109,5,10,http://www.ru/,30,0,9
1662896896860,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16998,109,5,10,http://www.ru/,32,0,9
1662896896851,92,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-2,text,true,,11093,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=442FC3FEE5C8FFE0A0DB6BFAEB26964A488AB10F6ED4DC3EDAE23FA8A2FC7444&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/ad9711216c1997c09d54f372ca3b41a7&u=321818a2-7c34987d-19f2dd15-17f6729f&s=0101b4ca7f2821e7f9846ecaca685818,37,0,12
1662896896851,37,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-2,,true,,1012,108,5,10,http://ya.ru/,37,0,12
1662896896888,44,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-2,,true,,1186,108,5,10,https://ya.ru/,44,0,36
1662896896932,11,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-2,text,true,,8895,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=442FC3FEE5C8FFE0A0DB6BFAEB26964A488AB10F6ED4DC3EDAE23FA8A2FC7444&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/ad9711216c1997c09d54f372ca3b41a7&u=321818a2-7c34987d-19f2dd15-17f6729f&s=0101b4ca7f2821e7f9846ecaca685818,11,0,0
1662896896852,110,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-3,text,true,,11113,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=3D9F446601A112CC061850BD747F55236E8A0AD111F6F999D944445AD770CA97&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/6b333c6f87930ed79bd3b99b52e4fa25&u=1d9c365b-185f72ab-8afd2389-999ab287&s=882d8493c9306453df0936db572bdf98,39,0,12
1662896896852,39,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-3,,true,,1013,108,5,10,http://ya.ru/,39,0,12
1662896896891,56,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-3,,true,,1186,108,5,10,https://ya.ru/,56,0,42
1662896896948,14,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-3,text,true,,8914,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=3D9F446601A112CC061850BD747F55236E8A0AD111F6F999D944445AD770CA97&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/6b333c6f87930ed79bd3b99b52e4fa25&u=1d9c365b-185f72ab-8afd2389-999ab287&s=882d8493c9306453df0936db572bdf98,14,0,0
1662896896852,119,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,11099,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=964A509DF122714CEC6BB23B5F6A9B2C722969B8B285B8ED225F50B9BBF9E8EC&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/88fc26b01b6b4aee4ff7a1c5397a6a34&u=f0e71a3c-4956fe3d-89cc8d2c-141ddb82&s=167f30399c48b84216a927e54147f404,57,0,15
1662896896852,57,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1011,108,5,10,http://ya.ru/,57,0,15
1662896896909,50,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1186,108,5,10,https://ya.ru/,50,0,40
1662896896959,12,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,8902,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=964A509DF122714CEC6BB23B5F6A9B2C722969B8B285B8ED225F50B9BBF9E8EC&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/88fc26b01b6b4aee4ff7a1c5397a6a34&u=f0e71a3c-4956fe3d-89cc8d2c-141ddb82&s=167f30399c48b84216a927e54147f404,12,0,0
1662896896851,124,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-1,text,true,,11104,590,5,10,https://ya.ru/showcaptcha?cc=1&mt=84B8F84D0D477D71E81E2E7D85EFFD1B32FE84D6FADCB2F52439BF210BB8C80F&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/ba3888edc6b6caca0405eab39404e287&u=b240c4fb-7a50683-6cc9e9eb-fabb932d&s=d737bade48a61bff8bd7aae5567f8810,47,0,12
1662896896851,47,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-1,,true,,1013,108,5,10,http://ya.ru/,47,0,12
1662896896898,61,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-1,,true,,1185,108,5,10,https://ya.ru/,61,0,45
1662896896959,16,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-1,text,true,,8906,374,5,10,https://ya.ru/showcaptcha?cc=1&mt=84B8F84D0D477D71E81E2E7D85EFFD1B32FE84D6FADCB2F52439BF210BB8C80F&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/ba3888edc6b6caca0405eab39404e287&u=b240c4fb-7a50683-6cc9e9eb-fabb932d&s=d737bade48a61bff8bd7aae5567f8810,16,0,0
1662896896852,130,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11097,589,5,10,https://ya.ru/showcaptcha?cc=1&mt=0A4600C6F8660B7C43E8FBB285F981118CF32F777DBF0FC7A44E8F4A6D0FE7F6&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/8c7ad69c2c84c5d223b4507629412576&u=131691e-cbc67112-f78ce59-3a301562&s=74e91c34476bc620c82c39288a4d0264,58,0,15
1662896896852,58,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1017,108,5,10,http://ya.ru/,58,0,15
1662896896910,56,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1184,108,5,10,https://ya.ru/,56,0,44
1662896896966,16,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8896,373,5,10,https://ya.ru/showcaptcha?cc=1&mt=0A4600C6F8660B7C43E8FBB285F981118CF32F777DBF0FC7A44E8F4A6D0FE7F6&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896896/8c7ad69c2c84c5d223b4507629412576&u=131691e-cbc67112-f78ce59-3a301562&s=74e91c34476bc620c82c39288a4d0264,16,0,0
1662896899361,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,5,10,http://www.ru/,28,0,9
1662896899360,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,30,0,8
1662896899359,39,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,5,10,http://www.ru/,31,0,9
1662896899361,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16998,109,5,10,http://www.ru/,30,0,9
1662896899360,40,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16998,109,5,10,http://www.ru/,33,0,9
1662896901859,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,29,0,9
1662896901861,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16998,109,5,10,http://www.ru/,32,0,9
1662896901859,43,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,5,10,http://www.ru/,37,0,10
1662896901861,42,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16998,109,5,10,http://www.ru/,36,0,10
1662896901861,46,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,5,10,http://www.ru/,41,0,10
1662896901852,97,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-3,text,true,,11097,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=5C97997342AFB9179DAB15C9300E02D34D40A969443173F364332128EAA3BF7D&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/92ceccecdceb66102d91c308cdd79ad3&u=6be3409d-cefb9aed-eeb9bf4b-51972208&s=e86e22682fb93fd5db02b9200767559a,47,0,15
1662896901852,47,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-3,,true,,1012,108,5,10,http://ya.ru/,47,0,15
1662896901900,39,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-3,,true,,1186,108,5,10,https://ya.ru/,39,0,31
1662896901940,9,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-3,text,true,,8899,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=5C97997342AFB9179DAB15C9300E02D34D40A969443173F364332128EAA3BF7D&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/92ceccecdceb66102d91c308cdd79ad3&u=6be3409d-cefb9aed-eeb9bf4b-51972208&s=e86e22682fb93fd5db02b9200767559a,9,0,0
1662896901852,105,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11093,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=D7209158106057ED1C908A3E4D5CF42996A9B28141721D51B31C1CB375B91CA4&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/521666632166855858e6552e2e597533&u=8cb95b55-365fc11a-92f76fb3-ee16640f&s=7cd3a166f43fc02911432b2d408e9f1f,45,0,12
1662896901852,45,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1012,108,5,10,http://ya.ru/,45,0,12
1662896901897,49,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,5,10,https://ya.ru/,49,0,38
1662896901947,10,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8895,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=D7209158106057ED1C908A3E4D5CF42996A9B28141721D51B31C1CB375B91CA4&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/521666632166855858e6552e2e597533&u=8cb95b55-365fc11a-92f76fb3-ee16640f&s=7cd3a166f43fc02911432b2d408e9f1f,10,0,0
1662896901852,107,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,11099,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=31A424ED135EA8E659BADBA83ED1E616F75EF98A9F6FE01E4B2CE0FD1ED047B5&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/6702a6b12085b7489f8792ff226abe84&u=399eb03c-e3878c61-282bbcf1-15b043dd&s=eb43111450bd230c7119fcfc8f9bbd2d,49,0,15
1662896901852,49,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1012,108,5,10,http://ya.ru/,49,0,15
1662896901901,46,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1186,108,5,10,https://ya.ru/,46,0,34
1662896901947,12,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,8901,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=31A424ED135EA8E659BADBA83ED1E616F75EF98A9F6FE01E4B2CE0FD1ED047B5&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/6702a6b12085b7489f8792ff226abe84&u=399eb03c-e3878c61-282bbcf1-15b043dd&s=eb43111450bd230c7119fcfc8f9bbd2d,12,0,0
1662896901851,114,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-1,text,true,,11098,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=2CBA1328BFF532CDF522B5394BF8E11FC4AE76345D5A1E729A9BFFF186228197&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/191a8c9ff4fe7fa11e386a5036574bd0&u=38241317-2bf3d913-e9c641f1-441b8f42&s=2d31a22f39f4eceb233cd50a15c08dd2,63,0,13
1662896901851,63,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-1,,true,,1013,108,5,10,http://ya.ru/,63,0,13
1662896901914,40,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-1,,true,,1186,108,5,10,https://ya.ru/,40,0,30
1662896901954,11,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-1,text,true,,8899,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=2CBA1328BFF532CDF522B5394BF8E11FC4AE76345D5A1E729A9BFFF186228197&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/191a8c9ff4fe7fa11e386a5036574bd0&u=38241317-2bf3d913-e9c641f1-441b8f42&s=2d31a22f39f4eceb233cd50a15c08dd2,11,0,0
1662896901851,146,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-2,text,true,,11111,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=B3413621C6BEC3E82CB146184F1B12EB507B0D1903C2C70E1CC3AF88AD027104&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/d45b5311c931e0fba4008ee5d5357287&u=4b028004-5295ec45-fa20bea0-f3667b0f&s=5080fa6096aa52a7d169e8a9dc4df242,70,0,11
1662896901851,70,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-2,,true,,1012,108,5,10,http://ya.ru/,70,0,11
1662896901921,48,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-2,,true,,1186,108,5,10,https://ya.ru/,48,0,35
1662896901969,28,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-2,text,true,,8913,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=B3413621C6BEC3E82CB146184F1B12EB507B0D1903C2C70E1CC3AF88AD027104&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896901/d45b5311c931e0fba4008ee5d5357287&u=4b028004-5295ec45-fa20bea0-f3667b0f&s=5080fa6096aa52a7d169e8a9dc4df242,28,0,0
1662896904359,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,5,10,http://www.ru/,30,0,9
1662896904361,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,5,10,http://www.ru/,32,0,9
1662896904360,41,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16998,109,5,10,http://www.ru/,35,0,9
1662896904361,42,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16998,109,5,10,http://www.ru/,34,0,9
1662896904359,45,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,37,0,9
1662896906861,34,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,5,10,http://www.ru/,26,0,9
1662896906860,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16998,109,5,10,http://www.ru/,27,0,9
1662896906860,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,5,10,http://www.ru/,28,0,9
1662896906860,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16998,109,5,10,http://www.ru/,28,0,9
1662896906859,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,29,0,8
1662896906851,98,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-1,text,true,,11094,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=E0FDADD899C6E2A45D7BC63CE58493C638A9439C3257E27B1B174FF3D8FBDC26&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/d04fcac04cfff3140c97d0f83c605366&u=46d44d45-32d2ddc9-bcdc49b2-62f80688&s=b4636591b408e97ef3f74262cc913d01,41,0,13
1662896906851,41,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-1,,true,,1013,108,5,10,http://ya.ru/,41,0,13
1662896906892,45,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-1,,true,,1186,108,5,10,https://ya.ru/,45,0,34
1662896906937,12,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-1,text,true,,8895,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=E0FDADD899C6E2A45D7BC63CE58493C638A9439C3257E27B1B174FF3D8FBDC26&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/d04fcac04cfff3140c97d0f83c605366&u=46d44d45-32d2ddc9-bcdc49b2-62f80688&s=b4636591b408e97ef3f74262cc913d01,12,0,0
1662896906851,103,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-2,text,true,,11089,590,5,10,https://ya.ru/showcaptcha?cc=1&mt=BF8BB0FA79EFDAD88AEE09BAB1D1EF9B2E8AD77C5201EE29FD4D65866124E9D3&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/5bd7a37078612111b57f761ed0a3447c&u=37704349-77fd90e2-45a2f3e-eef0d4bf&s=3e00656708674c868e50d9af1ed2c3f7,36,0,12
1662896906851,36,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-2,,true,,1013,108,5,10,http://ya.ru/,36,0,12
1662896906887,53,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-2,,true,,1185,108,5,10,https://ya.ru/,53,0,38
1662896906940,14,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-2,text,true,,8891,374,5,10,https://ya.ru/showcaptcha?cc=1&mt=BF8BB0FA79EFDAD88AEE09BAB1D1EF9B2E8AD77C5201EE29FD4D65866124E9D3&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/5bd7a37078612111b57f761ed0a3447c&u=37704349-77fd90e2-45a2f3e-eef0d4bf&s=3e00656708674c868e50d9af1ed2c3f7,14,0,0
1662896906852,112,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-3,text,true,,11105,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=AFE807E535B0FF65A11D9C75845173DD02D1B35B9987F24F629C6959DEBEB555&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/e019633a42c0d086596a9a17a20bd05c&u=9654d2dc-b58162dc-e038b07e-5e744543&s=ce124f728c9c6e731f0c4166f73d5e86,48,0,12
1662896906852,48,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-3,,true,,1012,108,5,10,http://ya.ru/,48,0,12
1662896906900,49,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-3,,true,,1186,108,5,10,https://ya.ru/,49,0,35
1662896906949,15,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-3,text,true,,8907,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=AFE807E535B0FF65A11D9C75845173DD02D1B35B9987F24F629C6959DEBEB555&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/e019633a42c0d086596a9a17a20bd05c&u=9654d2dc-b58162dc-e038b07e-5e744543&s=ce124f728c9c6e731f0c4166f73d5e86,15,0,0
1662896906851,113,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11110,591,5,10,https://ya.ru/showcaptcha?cc=1&mt=D3F4599637CD0C5AF962245C4CD3CE849EE62D27ABC442BC9C609682A7C223C5&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/bbc63ac6cbb2439e2075f79f9cfb34fe&u=2812bea9-214d169a-f6c67d68-211f8eb3&s=c0652665025b0370629e8404b66affaa,46,0,13
1662896906851,46,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1011,108,5,10,http://ya.ru/,46,0,13
1662896906897,53,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,5,10,https://ya.ru/,53,0,40
1662896906950,14,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8913,375,5,10,https://ya.ru/showcaptcha?cc=1&mt=D3F4599637CD0C5AF962245C4CD3CE849EE62D27ABC442BC9C609682A7C223C5&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/bbc63ac6cbb2439e2075f79f9cfb34fe&u=2812bea9-214d169a-f6c67d68-211f8eb3&s=c0652665025b0370629e8404b66affaa,14,0,0
1662896906852,114,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,11086,590,5,10,https://ya.ru/showcaptcha?cc=1&mt=8B18ACC147AB5918C472361E03D7F52B094663FBCDC4DD8A83980B4FE8DB5351&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/9165954407ced48fa5c85616458ca93a&u=8046125-f29e89a1-ff0f52bc-fcdae8ad&s=0cdcf68dbc60fb5a59713770066d1b6d,49,0,12
1662896906852,49,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1013,108,5,10,http://ya.ru/,49,0,12
1662896906901,51,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1185,108,5,10,https://ya.ru/,51,0,37
1662896906952,14,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,8888,374,5,10,https://ya.ru/showcaptcha?cc=1&mt=8B18ACC147AB5918C472361E03D7F52B094663FBCDC4DD8A83980B4FE8DB5351&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896906/9165954407ced48fa5c85616458ca93a&u=8046125-f29e89a1-ff0f52bc-fcdae8ad&s=0cdcf68dbc60fb5a59713770066d1b6d,14,0,0
1662896909360,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16997,109,5,10,http://www.ru/,28,0,10
1662896909361,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,5,10,http://www.ru/,29,0,10
1662896909361,40,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16997,109,5,10,http://www.ru/,34,0,11
1662896909361,41,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16998,109,5,10,http://www.ru/,34,0,10
1662896909360,47,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,37,0,11
1662896911859,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-2,text,true,,16998,109,5,10,http://www.ru/,29,0,8
1662896911860,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,5,10,http://www.ru/,28,0,8
1662896911861,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,5,10,http://www.ru/,28,0,9
1662896911860,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-3,text,true,,16998,109,5,10,http://www.ru/,30,0,9
1662896911860,47,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-1,text,true,,16998,109,5,10,http://www.ru/,42,0,10
